SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
1691050680,187036991,17063407,0,"""""",2025-11-30,02:18:00,16453.4018,473.85797,1935.78156,40.6317,55.001,26.161,51.028,0.00265839,11.2879,54.4979,72.51,0.15088,24.1334,134
1691050740,187036991,17063408,0,"""""",2025-11-30,02:19:00,16456.7684,475.14978,1937.80559,40.6328,55.001,26.1673,51.028,0.00267018,11.2892,54.5042,-11.17,0.15088,24.1316,56
1691050800,187036991,17063409,0,"""""",2025-11-30,02:20:00,16462.6301,474.12015,1936.69842,40.628,55.001,26.1627,51.028,0.00265631,11.2896,54.4976,79.67,0.15088,24.1358,63
1691050860,187036991,17063410,0,"""""",2025-11-30,02:21:00,16459.0313,475.56907,1937.093,40.6267,55.001,26.1609,51.028,0.00264081,11.2893,54.502,-54.04,0.15088,24.1336,197
1691050920,187036991,17063411,0,"""""",2025-11-30,02:22:00,16452.21,474.60897,1936.23005,40.628,55.001,26.1577,51.028,0.00264609,11.2905,54.5032,-17.75,0.15088,24.1376,63
1691050980,187036991,17063412,0,"""""",2025-11-30,02:23:00,16462.8335,475.13939,1936.5766,40.6232,55.001,26.1612,51.028,0.00267208,11.2874,54.4974,-18.85,0.15088,24.1336,100
1691051040,187036991,17063413,0,"""""",2025-11-30,02:24:00,16454.3566,475.4659,1936.03783,40.6278,55.001,26.1592,51.028,0.00265328,11.2886,54.5,-4.0,0.15088,24.1356,93
1691051100,187036991,17063414,0,"""""",2025-11-30,02:25:00,16461.0442,474.83548,1936.88448,40.6295,55.001,26.16,51.028,0.00266955,11.2895,54.4982,41.44,0.15088,24.1348,54
1691051160,187036991,17063415,0,"""""",2025-11-30,02:26:00,16459.4911,476.23659,1936.98082,40.6308,55.001,26.1552,51.028,0.00266403,11.2887,54.4991,60.66,0.15088,24.1404,181
1691051220,187036991,17063416,0,"""""",2025-11-30,02:27:00,16458.7642,475.01064,1936.6982,40.6284,55.001,26.1575,51.028,0.00263151,11.2888,54.499,-62.88,0.15088,24.1362,24
1691051280,187036991,17063417,0,"""""",2025-11-30,02:28:00,16459.2232,477.19607,1936.84333,40.6272,55.001,26.1636,51.028,0.00265842,11.2894,54.4992,48.37,0.15088,24.1338,240
1691051340,187036991,17063418,0,"""""",2025-11-30,02:29:00,16463.7472,476.34766,1936.40171,40.6273,55.001,26.1598,51.028,0.00265395,11.2899,54.4969,-9.49,0.15088,24.1325,107
1691051400,187036991,17063419,0,"""""",2025-11-30,02:30:00,16457.842,477.00874,1935.99729,40.6238,55.001,26.1605,51.028,0.00264927,11.2895,54.4966,51.66,0.15088,24.1321,18
1691051460,187036991,17063420,0,"""""",2025-11-30,02:31:00,16465.5595,477.60233,1937.14446,40.63,55.001,26.1602,51.028,0.00266561,11.2896,54.4956,65.76,0.15088,24.138,167
1691051520,187036991,17063421,0,"""""",2025-11-30,02:32:00,16459.501,478.71171,1936.94263,40.6251,55.001,26.1606,51.028,0.00265218,11.2905,54.5016,12.8,0.15088,24.1317,201
1691051580,187036991,17063422,0,"""""",2025-11-30,02:33:00,16460.5797,477.7203,1936.67266,40.6305,55.001,26.1559,51.028,0.00268038,11.2889,54.5028,-12.81,0.15088,24.1355,240
1691051640,187036991,17063423,0,"""""",2025-11-30,02:34:00,16460.9082,476.80557,1936.40885,40.6283,55.001,26.1628,51.028,0.00267515,11.2879,54.4952,-60.64,0.15088,24.134,168
1691051700,187036991,17063424,0,"""""",2025-11-30,02:35:00,16460.2522,478.42669,1936.68949,40.627,55.001,26.1635,51.028,0.00264984,11.2885,54.5017,74.13,0.15088,24.1357,153
1691051760,187036991,17063425,0,"""""",2025-11-30,02:36:00,16463.9985,478.8181,1937.37926,40.625,55.001,26.1614,51.028,0.00265322,11.2904,54.5029,-33.72,0.15088,24.1328,50
1691051820,187036991,17063426,0,"""""",2025-11-30,02:37:00,16454.1962,479.17144,1937.01307,40.6285,55.001,26.1629,51.028,0.00265098,11.2894,54.4992,-79.61,0.15088,24.1316,140
1691051880,187036991,17063427,0,"""""",2025-11-30,02:38:00,16456.3262,477.80908,1935.72398,40.6303,55.001,26.1597,51.028,0.00264322,11.2895,54.4992,-68.75,0.15088,24.1354,33
1691051940,187036991,17063428,0,"""""",2025-11-30,02:39:00,16464.1215,479.76165,1936.47725,40.6255,55.001,26.1569,51.028,0.00264934,11.2873,54.5039,-62.87,0.15088,24.134,126
1691052000,187036991,17063429,0,"""""",2025-11-30,02:40:00,16458.3094,479.23687,1935.8105,40.6234,55.001,26.1583,51.028,0.0026665,11.2895,54.4983,47.13,0.15088,24.1329,46
1691052060,187036991,17063430,0,"""""",2025-11-30,02:41:00,16459.4505,481.54134,1936.71557,40.6269,55.001,26.1613,51.028,0.00265635,11.2873,54.498,-63.27,0.15088,24.134,196
1691052120,187036991,17063431,0,"""""",2025-11-30,02:42:00,16460.6814,479.80603,1936.56708,40.6283,55.001,26.1601,51.028,0.00264938,11.2882,54.5079,4.3,0.15088,24.1323,121
1691052180,187036991,17063432,0,"""""",2025-11-30,02:43:00,16461.3867,480.44853,1936.46413,40.6287,55.001,26.1594,51.028,0.00266153,11.2889,54.5016,-22.83,0.15088,24.1342,234
1691052240,187036991,17063433,0,"""""",2025-11-30,02:44:00,16461.3691,479.77145,1936.07707,40.6339,55.001,26.161,51.028,0.00264766,11.2868,54.4968,54.26,0.15088,24.1336,143
1691052300,187036991,17063434,0,"""""",2025-11-30,02:45:00,16459.8501,481.15858,1936.5498,40.628,55.001,26.1664,51.028,0.00264949,11.2879,54.5029,-72.48,0.15088,24.1419,116
1691052360,187036991,17063435,0,"""""",2025-11-30,02:46:00,16458.8006,481.31824,1936.23572,40.6235,55.001,26.1654,51.028,0.00266116,11.2895,54.499,-38.1,0.15088,24.1338,222
1691052420,187036991,17063436,0,"""""",2025-11-30,02:47:00,16459.6799,481.43638,1936.42592,40.6308,55.001,26.1601,51.028,0.00266604,11.2884,54.5004,23.66,0.15088,24.134,45
1691052480,187036991,17063437,0,"""""",2025-11-30,02:48:00,16459.5251,481.76962,1937.47912,40.625,55.001,26.1585,51.028,0.00266329,11.2889,54.4981,-19.77,0.15088,24.1322,105
1691052540,187036991,17063438,0,"""""",2025-11-30,02:49:00,16461.3161,483.16994,1936.50476,40.624,55.001,26.1583,51.028,0.0026513,11.2886,54.5023,64.64,0.15088,24.1376,162
1691052600,187036991,17063439,0,"""""",2025-11-30,02:50:00,16461.8189,484.12677,1935.61806,40.63,55.001,26.1607,51.028,0.00264413,11.2866,54.4992,-78.59,0.15088,24.1359,123
1691052660,187036991,17063440,0,"""""",2025-11-30,02:51:00,16455.4711,483.9464,1936.27002,40.627,55.001,26.1599,51.028,0.00264596,11.2891,54.4927,-38.12,0.15088,24.1337,154
1691052720,187036991,17063441,0,"""""",2025-11-30,02:52:00,16455.9616,483.21449,1936.39635,40.6285,55.001,26.1597,51.028,0.00265754,11.2896,54.5049,-72.12,0.15088,24.1349,234
1691052780,187036991,17063442,0,"""""",2025-11-30,02:53:00,16463.0667,483.91905,1936.18078,40.6268,55.001,26.1601,51.028,0.00265444,11.2863,54.4978,69.26,0.15088,24.1352,223
1691052840,187036991,17063443,0,"""""",2025-11-30,02:54:00,16457.8893,484.20727,1936.32575,40.629,55.001,26.1566,51.028,0.00267003,11.2877,54.4981,77.48,0.15088,24.1395,30
1691052900,187036991,17063444,0,"""""",2025-11-30,02:55:00,16460.0281,485.6947,1937.2187,40.6243,55.001,26.1594,51.028,0.00263246,11.2885,54.4911,50.77,0.15088,24.1348,49
1691052960,187036991,17063445,0,"""""",2025-11-30,02:56:00,16460.304,484.02839,1936.75279,40.6288,55.001,26.1598,51.028,0.00266351,11.2881,54.5007,64.49,0.15088,24.1342,61
1691053020,187036991,17063446,0,"""""",2025-11-30,02:57:00,16458.0713,485.51745,1936.37938,40.6328,55.001,26.1601,51.028,0.00265615,11.2907,54.5,61.54,0.15088,24.134,153
1691053080,187036991,17063447,0,"""""",2025-11-30,02:58:00,16459.212,486.04566,1936.38406,40.6288,55.001,26.1566,51.028,0.00266183,11.2893,54.4948,-27.82,0.15088,24.1394,217
1691053140,187036991,17063448,0,"""""",2025-11-30,02:59:00,16460.7636,487.48172,1936.38828,40.6267,55.001,26.1635,51.028,0.00265318,11.289,54.5003,-25.67,0.15088,24.1352,170
1691053200,187036991,17063449,0,"""""",2025-11-30,03:00:00,16457.4489,484.82775,1936.64217,40.6247,55.001,26.1576,51.028,0.00266284,11.2891,54.5008,6.71,0.15088,24.1352,199
1691053260,187036991,17063450,0,"""""",2025-11-30,03:01:00,16461.3519,486.96374,1936.83741,40.6216,55.001,26.1574,51.028,0.00264367,11.2888,54.4967,-2.3,0.15088,24.1333,153
1691053320,187036991,17063451,0,"""""",2025-11-30,03:02:00,16461.0725,485.29579,1936.41538,40.6243,55.001,26.1643,51.028,0.00267247,11.2882,54.4971,-31.72,0.15088,24.1346,218
1691053380,187036991,17063452,0,"""""",2025-11-30,03:03:00,16459.6962,487.22188,1936.02764,40.6261,55.001,26.1627,51.028,0.00266407,11.2886,54.4984,-22.1,0.15088,24.1374,22
1691053440,187036991,17063453,0,"""""",2025-11-30,03:04:00,16457.2902,487.12561,1936.56281,40.622,55.001,26.1632,51.028,0.00267668,11.2899,54.497,66.24,0.15088,24.1367,22
1691053500,187036991,17063454,0,"""""",2025-11-30,03:05:00,16456.2941,486.36286,1935.9695,40.6298,55.001,26.1555,51.028,0.00265779,11.2906,54.4973,-38.87,0.15088,24.1362,248
1691053560,187036991,17063455,0,"""""",2025-11-30,03:06:00,16455.1478,487.52252,1936.63351,40.6284,55.001,26.1628,51.028,0.00266439,11.2886,54.4973,9.59,0.15088,24.1332,106
1691053620,187036991,17063456,0,"""""",2025-11-30,03:07:00,16459.1466,487.92194,1936.58407,40.627,55.001,26.1629,51.028,0.00266066,11.2894,54.4942,-27.24,0.15088,24.132,147
1691053680,187036991,17063457,0,"""""",2025-11-30,03:08:00,16462.9151,489.35973,1936.59295,40.6346,55.001,26.1593,51.028,0.00266042,11.2887,54.4987,31.39,0.15088,24.1362,70
1691053740,187036991,17063458,0,"""""",2025-11-30,03:09:00,16455.964,489.97629,1936.21777,40.6301,55.001,26.1618,51.028,0.00265828,11.2876,54.4959,26.8,0.15088,24.1344,198
1691053800,187036991,17063459,0,"""""",2025-11-30,03:10:00,16460.5471,489.60839,1936.83446,40.6327,55.001,26.1565,51.028,0.00266143,11.2864,54.4998,-72.5,0.15088,24.1356,51
1691053860,187036991,17063460,0,"""""",2025-11-30,03:11:00,16470.5838,490.07327,1937.39023,40.6288,55.001,26.1577,51.028,0.00266131,11.2884,54.495,-18.9,0.15088,24.1341,91
1691053920,187036991,17063461,0,"""""",2025-11-30,03:12:00,16467.1395,488.82732,1935.94416,40.6261,55.001,26.1576,51.028,0.00265919,11.2903,54.501,30.26,0.15088,24.1359,226
1691053980,187036991,17063462,0,"""""",2025-11-30,03:13:00,16461.6395,489.75571,1936.9943,40.6243,55.001,26.155,51.028,0.00266812,11.2889,54.4973,-4.79,0.15088,24.1353,111
1691054040,187036991,17063463,0,"""""",2025-11-30,03:14:00,16458.3991,490.40434,1936.26089,40.6251,55.001,26.1621,51.028,0.00264277,11.291,54.4965,5.42,0.15088,24.1354,193
1691054100,187036991,17063464,0,"""""",2025-11-30,03:15:00,16456.7527,490.75034,1936.69018,40.6301,55.001,26.1596,51.028,0.00264575,11.289,54.4963,35.74,0.15088,24.1378,53
1691054160,187036991,17063465,0,"""""",2025-11-30,03:16:00,16456.7447,490.73756,1937.52311,40.6252,55.001,26.1619,51.028,0.00265935,11.2893,54.5015,6.69,0.15088,24.1355,63
1691054220,187036991,17063466,0,"""""",2025-11-30,03:17:00,16460.3796,491.23552,1936.16698,40.6272,55.001,26.1645,51.028,0.00265003,11.2887,54.4946,-22.09,0.15088,24.1344,196
1691054280,187036991,17063467,0,"""""",2025-11-30,03:18:00,16451.641,491.16697,1936.5139,40.6286,55.001,26.1614,51.028,0.00264171,11.289,54.4998,47.11,0.15088,24.1372,19
1691054340,187036991,17063468,0,"""""",2025-11-30,03:19:00,16453.5574,492.90993,1936.62125,40.6331,55.001,26.1578,51.028,0.00267234,11.2919,54.499,44.68,0.15088,24.1359,108
1691054400,187036991,17063469,0,"""""",2025-11-30,03:20:00,16461.3878,491.09061,1936.63561,40.6287,55.001,26.1585,51.028,0.00268773,11.2893,54.4991,-50.22,0.15088,24.1336,243
1691054460,187036991,17063470,0,"""""",2025-11-30,03:21:00,16455.0692,491.82438,1936.47725,40.6278,55.001,26.1581,51.028,0.00267396,11.2889,54.4969,-54.33,0.15088,24.1314,125
1691054520,187036991,17063471,0,"""""",2025-11-30,03:22:00,16464.0937,492.24815,1936.34657,40.6283,55.001,26.1589,51.028,0.00263948,11.2894,54.5054,73.62,0.15088,24.1338,77
1691054580,187036991,17063472,0,"""""",2025-11-30,03:23:00,16454.7582,492.31635,1936.65916,40.6271,55.001,26.1597,51.028,0.00266247,11.2911,54.5014,48.08,0.15088,24.1334,49
1691054640,187036991,17063473,0,"""""",2025-11-30,03:24:00,16463.9129,493.93748,1937.08478,40.6272,55.001,26.1567,51.028,0.00266907,11.2888,54.4964,-31.79,0.15088,24.1315,185
1691054700,187036991,17063474,0,"""""",2025-11-30,03:25:00,16462.6062,495.10975,1936.24029,40.6279,55.001,26.1614,51.028,0.0026423,11.2886,54.4956,-22.01,0.15088,24.1365,47
1691054760,187036991,17063475,0,"""""",2025-11-30,03:26:00,16462.9131,493.44164,1936.72524,40.6307,55.001,26.1639,51.028,0.00266596,11.2886,54.5073,41.08,0.15088,24.1376,226
1691054820,187036991,17063476,0,"""""",2025-11-30,03:27:00,16461.747,495.48982,1937.09431,40.6258,55.001,26.1592,51.028,0.00265339,11.2899,54.5026,-79.03,0.15088,24.1341,73
1691054880,187036991,17063477,0,"""""",2025-11-30,03:28:00,16460.2063,494.72309,1935.93095,40.6343,55.001,26.1615,51.028,0.00266731,11.2883,54.4981,3.42,0.15088,24.1362,145
1691054940,187036991,17063478,0,"""""",2025-11-30,03:29:00,16457.9497,494.12613,1936.83451,40.6308,55.001,26.1603,51.028,0.00266494,11.2892,54.4982,53.9,0.15088,24.1369,79
1691055000,187036991,17063479,0,"""""",2025-11-30,03:30:00,16455.3363,495.58192,1936.57585,40.6336,55.001,26.1593,51.028,0.00266651,11.2886,54.4978,-36.58,0.15088,24.1369,176
1691055060,187036991,17063480,0,"""""",2025-11-30,03:31:00,16455.2104,494.96435,1936.5058,40.6227,55.001,26.1586,51.028,0.00264632,11.2902,54.4993,48.09,0.15088,24.1358,188
1691055120,187036991,17063481,0,"""""",2025-11-30,03:32:00,16461.2301,495.03892,1936.57345,40.6224,55.001,26.1598,51.028,0.00267298,11.2897,54.4929,52.06,0.15088,24.1372,116
1691055180,187036991,17063482,0,"""""",2025-11-30,03:33:00,16462.1627,496.20733,1936.22719,40.6244,55.001,26.158,51.028,0.0026623,11.2887,54.4919,-52.74,0.15088,24.1342,153
1691055240,187036991,17063483,0,"""""",2025-11-30,03:34:00,16462.7553,496.69589,1936.92747,40.6325,55.001,26.1632,51.028,0.00266913,11.2873,54.5019,52.33,0.15088,24.1352,143
1691055300,187036991,17063484,0,"""""",2025-11-30,03:35:00,16461.3684,497.3564,1935.73241,40.6239,55.001,26.161,51.028,0.00266508,11.2888,54.5034,46.66,0.15088,24.1349,86
1691055360,187036991,17063485,0,"""""",2025-11-30,03:36:00,16462.7598,495.52222,1936.09581,40.6292,55.001,26.1572,51.028,0.00266234,11.291,54.4962,-48.16,0.15088,24.1368,59
1691055420,187036991,17063486,0,"""""",2025-11-30,03:37:00,16458.7382,499.08352,1935.78585,40.6289,55.001,26.1592,51.028,0.00265813,11.2876,54.502,-28.81,0.15088,24.1378,35
1691055480,187036991,17063487,0,"""""",2025-11-30,03:38:00,16454.7266,496.52015,1937.1245,40.6234,55.001,26.1574,51.028,0.00264799,11.2876,54.5015,-20.66,0.15088,24.1372,148
1691055540,187036991,17063488,0,"""""",2025-11-30,03:39:00,16458.7414,497.54998,1937.35204,40.6285,55.001,26.1602,51.028,0.00266635,11.2881,54.5025,56.99,0.15088,24.1298,218
1691055600,187036991,17063489,0,"""""",2025-11-30,03:40:00,16466.1551,498.47569,1936.54555,40.6287,55.001,26.1615,51.028,0.00264821,11.2892,54.4979,-46.74,0.15088,24.1367,232
1691055660,187036991,17063490,0,"""""",2025-11-30,03:41:00,16466.4121,499.19325,1936.71452,40.6311,55.001,26.1605,51.028,0.00265097,11.2899,54.5008,16.61,0.15088,24.1361,198
1691055720,187036991,17063491,0,"""""",2025-11-30,03:42:00,16458.4282,497.89158,1936.19719,40.6273,55.001,26.1626,51.028,0.00268084,11.2894,54.4982,-44.41,0.15088,24.1337,72
1691055780,187036991,17063492,0,"""""",2025-11-30,03:43:00,16461.7295,497.82584,1936.54244,40.623,55.001,26.1558,51.028,0.00265949,11.2892,54.4984,46.86,0.15088,24.1379,64
1691055840,187036991,17063493,0,"""""",2025-11-30,03:44:00,16461.4805,499.01133,1936.6119,40.6207,55.001,26.1647,51.028,0.00264772,11.2898,54.5,-2.59,0.15088,24.137,241
1691055900,187036991,17063494,0,"""""",2025-11-30,03:45:00,16463.6106,499.20536,1936.66121,40.625,55.001,26.159,51.028,0.00264597,11.289,54.4989,-18.72,0.15088,24.1355,78
1691055960,187036991,17063495,0,"""""",2025-11-30,03:46:00,16458.4657,500.16606,1936.30652,40.6255,55.001,26.1599,51.028,0.00266483,11.2884,54.4957,26.98,0.15088,24.1348,42
1691056020,187036991,17063496,0,"""""",2025-11-30,03:47:00,16460.2458,499.12353,1936.38287,40.6265,55.001,26.1556,51.028,0.00265631,11.29,54.4974,6.15,0.15088,24.138,216
1691056080,187036991,17063497,0,"""""",2025-11-30,03:48:00,16459.5283,500.04478,1936.12969,40.626,55.001,26.1589,51.028,0.00264937,11.2896,54.4983,56.01,0.15088,24.137,12
1691056140,187036991,17063498,0,"""""",2025-11-30,03:49:00,16460.0921,502.70752,1935.93691,40.623,55.001,26.1596,51.028,0.00265355,11.2878,54.5005,65.57,0.15088,24.131,10
1691056200,187036991,17063499,0,"""""",2025-11-30,03:50:00,16458.3194,500.20145,1936.36016,40.626,55.001,26.1618,51.028,0.00266645,11.2878,54.4982,-40.61,0.15088,24.1347,49
1691056260,187036991,17063500,0,"""""",2025-11-30,03:51:00,16464.9465,501.0083,1936.56069,40.6266,55.001,26.1606,51.028,0.00264602,11.2874,54.4969,-18.28,0.15088,24.1329,167
1691056320,187036991,17063501,0,"""""",2025-11-30,03:52:00,16459.776,501.18693,1936.52456,40.6283,55.001,26.1607,51.028,0.00264861,11.2911,54.4982,-75.13,0.15088,24.1328,203
1691056380,187036991,17063502,0,"""""",2025-11-30,03:53:00,16460.9453,501.25351,1936.76909,40.6252,55.001,26.1576,51.028,0.00266703,11.2904,54.4954,62.38,0.15088,24.1348,44
1691056440,187036991,17063503,0,"""""",2025-11-30,03:54:00,16454.4975,501.90764,1935.90686,40.6278,55.001,26.1595,51.028,0.00266127,11.2871,54.4973,-34.17,0.15088,24.1345,157
1691056500,187036991,17063504,0,"""""",2025-11-30,03:55:00,16466.7462,502.79514,1936.60249,40.6333,55.001,26.1594,51.028,0.00266378,11.2893,54.5039,-7.93,0.15088,24.133,214
1691056560,187036991,17063505,0,"""""",2025-11-30,03:56:00,16457.4085,504.4031,1936.33801,40.6308,55.001,26.1631,51.028,0.00265597,11.2865,54.4981,-66.31,0.15088,24.1365,217
1691056620,187036991,17063506,0,"""""",2025-11-30,03:57:00,16460.908,501.94227,1936.27779,40.6294,55.001,26.1607,51.028,0.00265123,11.29,54.4951,-46.19,0.15088,24.1347,18
1691056680,187036991,17063507,0,"""""",2025-11-30,03:58:00,16457.9404,502.43496,1935.91239,40.63,55.001,26.1582,51.028,0.00266196,11.2889,54.4999,-25.33,0.15088,24.1338,169
1691056740,187036991,17063508,0,"""""",2025-11-30,03:59:00,16456.5422,503.17465,1936.27558,40.6241,55.001,26.1599,51.028,0.00265508,11.2887,54.498,66.42,0.15088,24.1362,228
1691056800,187036991,17063509,0,"""""",2025-11-30,04:00:00,16458.8612,504.61879,1937.19534,40.6339,55.001,26.1623,51.028,0.00265539,11.2884,54.4974,43.89,0.15088,24.1333,10
1691056860,187036991,17063510,0,"""""",2025-11-30,04:01:00,16459.0844,505.33377,1936.81135,40.6303,55.001,26.1579,51.028,0.00265101,11.2914,54.4978,17.9,0.15088,24.1356,43
1691056920,187036991,17063511,0,"""""",2025-11-30,04:02:00,16459.9149,505.00827,1936.7172,40.6311,55.001,26.1633,51.028,0.00267292,11.2888,54.4986,54.01,0.15088,24.137,140
1691056980,187036991,17063512,0,"""""",2025-11-30,04:03:00,16462.528,505.90271,1936.4694,40.6285,55.001,26.1586,51.028,0.00264546,11.2899,54.5003,-62.76,0.15088,24.1395,141
1691057040,187036991,17063513,0,"""""",2025-11-30,04:04:00,16453.6526,504.98224,1936.477,40.6313,55.001,26.1599,51.028,0.00266692,11.2891,54.5028,61.3,0.15088,24.1337,107
1691057100,187036991,17063514,0,"""""",2025-11-30,04:05:00,16462.5735,506.48655,1935.93782,40.624,55.001,26.1627,51.028,0.00267213,11.2886,54.5013,34.02,0.15088,24.1359,161
1691057160,187036991,17063515,0,"""""",2025-11-30,04:06:00,16456.8492,505.11245,1936.52816,40.622,55.001,26.1649,51.028,0.00265775,11.2895,54.4999,43.87,0.15088,24.1334,165
1691057220,187036991,17063516,0,"""""",2025-11-30,04:07:00,16464.2605,506.14298,1936.49001,40.6304,55.001,26.1625,51.028,0.00267106,11.2879,54.4954,-71.45,0.15088,24.1387,11
1691057280,187036991,17063517,0,"""""",2025-11-30,04:08:00,16464.7252,507.20222,1936.25,40.6353,55.001,26.1573,51.028,0.00267631,11.2904,54.4963,-71.06,0.15088,24.1385,132
1691057340,187036991,17063518,0,"""""",2025-11-30,04:09:00,16458.0442,508.0044,1936.92572,40.6286,55.001,26.1566,51.028,0.00267399,11.2867,54.506,51.65,0.15088,24.1321,191
1691057400,187036991,17063519,0,"""""",2025-11-30,04:10:00,16455.1302,507.46648,1936.94604,40.6325,55.001,26.1613,51.028,0.00263651,11.2874,54.4989,35.76,0.15088,24.135,48
1691057460,187036991,17063520,0,"""""",2025-11-30,04:11:00,16460.8692,507.0842,1936.50378,40.6251,55.001,26.1631,51.028,0.00266357,11.2891,54.5032,-70.29,0.15088,24.1327,50
1691057520,187036991,17063521,0,"""""",2025-11-30,04:12:00,16460.3781,508.38997,1937.0549,40.6298,55.001,26.1581,51.028,0.00266098,11.2891,54.4972,30.68,0.15088,24.1339,92
1691057580,187036991,17063522,0,"""""",2025-11-30,04:13:00,16462.6011,507.96861,1936.70049,40.6277,55.001,26.1597,51.028,0.00264752,11.2908,54.4951,5.04,0.15088,24.1361,90
1691057640,187036991,17063523,0,"""""",2025-11-30,04:14:00,16457.8931,508.49191,1936.32612,40.6243,55.001,26.1608,51.028,0.0026554,11.29,54.4961,32.1,0.15088,24.1389,214
1691057700,187036991,17063524,0,"""""",2025-11-30,04:15:00,16464.7156,507.91016,1937.04602,40.6356,55.001,26.1595,51.028,0.00265192,11.2884,54.4973,-5.95,0.15088,24.1355,79
1691057760,187036991,17063525,0,"""""",2025-11-30,04:16:00,16464.9263,508.84705,1936.09566,40.6263,55.001,26.1596,51.028,0.00264001,11.2899,54.4948,-77.16,0.15088,24.1316,190
1691057820,187036991,17063526,0,"""""",2025-11-30,04:17:00,16456.5168,507.93829,1936.66229,40.6273,55.001,26.16,51.028,0.00266317,11.2903,54.4946,17.11,0.15088,24.1356,90
1691057880,187036991,17063527,0,"""""",2025-11-30,04:18:00,16459.3633,507.88277,1936.78193,40.6228,55.001,26.1604,51.028,0.00267821,11.2894,54.4975,-68.67,0.15088,24.137,11
1691057940,187036991,17063528,0,"""""",2025-11-30,04:19:00,16455.9227,508.8785,1936.36376,40.6316,55.001,26.1545,51.028,0.00267602,11.2875,54.4967,-67.47,0.15088,24.1369,180
1691058000,187036991,17063529,0,"""""",2025-11-30,04:20:00,16459.0149,509.22088,1937.0767,40.6292,55.001,26.161,51.028,0.002667,11.2875,54.4991,-69.48,0.15088,24.1344,207
1691058060,187036991,17063530,0,"""""",2025-11-30,04:21:00,16459.6487,508.76734,1936.01262,40.6233,55.001,26.1564,51.028,0.00265417,11.2894,54.4954,72.39,0.15088,24.1328,86
1691058120,187036991,17063531,0,"""""",2025-11-30,04:22:00,16462.8346,510.89486,1936.05988,40.6262,55.001,26.1588,51.028,0.00264309,11.2887,54.5009,68.65,0.15088,24.1364,96
1691058180,187036991,17063532,0,"""""",2025-11-30,04:23:00,16460.9059,509.90261,1936.94112,40.6221,55.001,26.1593,51.028,0.00264289,11.2893,54.5017,-56.84,0.15088,24.1366,66
1691058240,187036991,17063533,0,"""""",2025-11-30,04:24:00,16459.3201,511.05619,1936.47915,40.6245,55.001,26.1626,51.028,0.00265822,11.2883,54.5005,76.87,0.15088,24.1357,148
1691058300,187036991,17063534,0,"""""",2025-11-30,04:25:00,16462.5958,511.71765,1936.87027,40.6284,55.001,26.1625,51.028,0.0026549,11.2898,54.4999,50.58,0.15088,24.1333,155
1691058360,187036991,17063535,0,"""""",2025-11-30,04:26:00,16458.4803,512.29912,1936.84842,40.6244,55.001,26.1626,51.028,0.00266954,11.2892,54.5038,-57.76,0.15088,24.1364,221
1691058420,187036991,17063536,0,"""""",2025-11-30,04:27:00,16458.4913,511.66202,1936.64889,40.626,55.001,26.1537,51.028,0.00266369,11.29,54.5032,61.32,0.15088,24.1343,149
1691058480,187036991,17063537,0,"""""",2025-11-30,04:28:00,16456.8618,511.63855,1936.56655,40.6299,55.001,26.1592,51.028,0.00266132,11.2896,54.4968,23.2,0.15088,24.1331,47
1691058540,187036991,17063538,0,"""""",2025-11-30,04:29:00,16456.506,512.33551,1937.07859,40.6322,55.001,26.1586,51.028,0.00267585,11.2884,54.4985,-64.11,0.15088,24.1344,132
1691058600,187036991,17063539,0,"""""",2025-11-30,04:30:00,16458.5625,512.27171,1936.6355,40.631,55.001,26.1576,51.028,0.00267118,11.2889,54.5025,-71.63,0.15088,24.1343,85
1691058660,187036991,17063540,0,"""""",2025-11-30,04:31:00,16459.967,513.52478,1935.80221,40.6278,55.001,26.161,51.028,0.00266687,11.2887,54.4979,0.43,0.15088,24.1374,168
1691058720,187036991,17063541,0,"""""",2025-11-30,04:32:00,16456.0681,513.87432,1937.24595,40.6273,55.001,26.1564,51.028,0.00265938,11.2888,54.498,-3.37,0.15088,24.1345,52
1691058780,187036991,17063542,0,"""""",2025-11-30,04:33:00,16460.861,513.2544,1936.64149,40.6321,55.001,26.1654,51.028,0.00264193,11.289,54.5016,36.86,0.15088,24.1352,100
1691058840,187036991,17063543,0,"""""",2025-11-30,04:34:00,16463.614,515.51345,1937.08487,40.633,55.001,26.1605,51.028,0.00266992,11.2886,54.5033,67.81,0.15088,24.1323,86
1691058900,187036991,17063544,0,"""""",2025-11-30,04:35:00,16458.5165,515.3787,1936.69533,40.6312,55.001,26.163,51.028,0.00265617,11.2913,54.4989,54.21,0.15088,24.1325,242
1691058960,187036991,17063545,0,"""""",2025-11-30,04:36:00,16455.8282,514.35486,1936.59016,40.6278,55.001,26.162,51.028,0.00266944,11.2893,54.5023,2.58,0.15088,24.1338,21
1691059020,187036991,17063546,0,"""""",2025-11-30,04:37:00,16465.2579,516.08244,1936.83608,40.6311,55.001,26.166,51.028,0.00265845,11.2899,54.4977,-51.99,0.15088,24.1335,90
